Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate,Back Taxes
,BOBO CHARLES E,,,,,,,5791 COUNTY LINE RD,,PELHAM,GA,31779,009   099T001,4525 FRANKLIN GOLDMINE RD,CUMMING,Forsyth,GA,30028,,MH ,,,10500,,
,BOGGS WILLIAM TIMOTHY,,,,,,,45 PENINSULA CIR,,NEWNAN,GA,30263,256   103,6640 BEACON STATION DR,CUMMING,Forsyth,GA,30041,0.71,14-1 570 LT 16-17 HJ & RR BENNETT,,,135720,,
,BORMAN PROPERTIES LLC,,,,,,,PO BOX 18305,,HUNTSVILLE,AL,35804,143   015, BANNISTER RD,CUMMING,Forsyth,GA,30028,28,3-1 171-172 ,,,386400,,
,BOSLEY THOMAS A &,,,,,,,143 HERON DUNES DR,,ORMOND BEACH,FL,32176,180   029, HOPE DR,SUWANEE,Forsyth,GA,30024,11.4,2-1 1012 ,,,598500,,
,BOYD RALPH L,,,,,,,PO BOX 112,,DULUTH,GA,30096,162   012, BOYD RD,SUWANEE,Forsyth,GA,30024,2.12,1-1 443 ,,,85860,,880.07
,BRADEN LANCE &,,,,,,,5820 QUAIL TRL,,GAINESVILLE,GA,30506,313   309, QUAIL TRL,GAINESVILLE,Forsyth,GA,30506,0.3,14-1 1277 LT 329-330 PEBB ,,,37500,,259.45
,BRAMBLETT 369 AREA LLC,,,,,,,212 DAHLONEGA ST,SUITE 200,CUMMING,GA,30040,119   039, MATT HWY,CUMMING,Forsyth,GA,30028,3.98,3-1 382 ,,,127160,,1287.72
,BRANCO LLC,,,,,,,295 BRECKENWOOD CIR,,ATLANTA,GA,30328,220   631, CAPRI DR,CUMMING,Forsyth,GA,30041,0.14,14-1 197 LT 68 HG-SS ,,,35000,,279.27
,BRANNAM HARRY E & MARGARET E,,,,,,,200 GOWENS RD,,GADSDEN,AL,35903,180   048T001,1935 SOUTHERS CIR,SUWANEE,Forsyth,GA,30024,,MH ,,,12600,,
,BRANNON SOUTH PRTNRS LLC,,,,,,,951 OGLETREE RD,,GREENVILLE,GA,30222,107   055, RONALD REAGAN BLVD,CUMMING,Forsyth,GA,30041,1.63,2-1 521 LOT 6 BRANNON CROSSING,,,489000,,
,BRAVE ACRES LLC,,,,,,,508 RUDDY TURNSTONE,,JOHNS ISLAND,SC,29455,C28   043,500 BUFORD DAM RD,CUMMING,Forsyth,GA,30040,3.53,2-1 LL 80 ,,,349820,,
,BRAVE ACRES LLC,,,,,,,508 RUDDY TURNSTONE,,JOHNS ISLAND,SC,29455,124   106, SPOT RD,CUMMING,Forsyth,GA,30040,4.35,3-1 885 ,,,126060,,
,BRAVE ACRES LLC,,,,,,,508 RUDDY TURNSTONE,,JOHNS ISLAND,SC,29455,C28   042, BUFORD DAM RD,CUMMING,Forsyth,GA,30041,2.08,2-1 79 ,,,123680,,
,BRAVE ACRES LLC,,,,,,,508 RUDDY TURNSTONE,,JOHNS ISLAND,SC,29455,152   039, OLD ATLANTA HWY,CUMMING,Forsyth,GA,30041,1,2-1 278-299 ,,,80000,,
,BRE TARPON KEITH BRG CMNS LLC,,,,,,,PO BOX 4900 NDEPT 124,,SCOTTSDALE,AZ,85261,218   042, KEITH BRIDGE RD,CUMMING,Forsyth,GA,30041,1.98,14-1 96-141 OUT LOT 1 KEITH BRDG CO,,,668250,,
,BRE TARPON KEITH BRIDGE COMMONS LLC,,,,,,,PO BOX 4900 DEPT 124,13TH FLR,SCOTTSDALE,AZ,85261,218   047, FREEDOM PKWY,CUMMING,Forsyth,GA,30041,0.32,14-1 142 OUT LOT 7 KEITH BRIDGE COMMON,,,95760,,
,BRIDGEPOINT COMM NETWORKS INC,,,,,,,11 HUNTERS RIDGE DR,,ADAIRSVILLE,GA,30103,313   009,6505 THUNDER TRL,GAINESVILLE,Forsyth,GA,30506,0.43,14-1 1209 LOT 77 CRYSTAL COVE S ,,,15190,,
,BRITO PENELOPE TALLANT,,,,,,,7027 WEST WOOD DR,,SARASOTA,FL,34241,034   001, HYDE RD,CUMMING,Forsyth,GA,30040,1.13,2-1  1220 ,,,51700,,
,BROWN DWIGHT J ESTATE,,,,,,,2963 DEMOONEY RD,,COLLEGE PARK,GA,30349,281   017T001,6390 MILLWOOD RD,CUMMING,Forsyth,GA,30041,,MH ,,,9700,,
,BROWN JAMES ROBEY JR &,,,,,,,1719 HOBBS RD,,GREENSBORO,NC,27410,213   060,5715 LINDSAY LN,CUMMING,Forsyth,GA,30028,1.54,14-1 125 LT 8-9 ROSE HILL ,,,11250,,
,BROWN KAY O,,,,,,,2615 SHORELINE DR,,LEXINGTON,NC,27292,201   056,2858 ECHOLS RD,CUMMING,Forsyth,GA,30041,1.57,2-1 LL 504 ,,,68780,,
,BROWN KAY O,,,,,,,2615 SHORELINE DR,,LEXINGTON,NC,27292,201   056T001,2858 ECHOLS RD,CUMMING,Forsyth,GA,30041,,MH ,,,10300,,
,BROWN VESTER ESTATE,,,,,,,5580 OLD BURMA RD,,CUMMING,GA,30041,266   006,5580 OLD BURMA RD,CUMMING,Forsyth,GA,30041,0.64,14-1 657 ,,,18240,,212.51
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   174,5105 POPLAR SPRINGS CT,CUMMING,Forsyth,GA,30028,0.33,3-1 329-392 LT 12 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   177,5185 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.92,3-1 392 LT 15 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   178,5175 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.36,3-1 392 LT 16 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   179,5165 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.38,3-1 392 LT 17 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   180,5155 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.37,3-1 392 LT 18 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   181,5145 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.36,3-1 392 LT 19 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   182,5135 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.35,3-1 329-392 LT 20 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   183,5125 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.37,3-1 329-392 LT 21 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   184,5115 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.38,3-1 329-392 LT 22 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,9497 THORNTON BLVD,,JONESBORO,GA,30236,167   185,5105 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.39,3-1 329-392 LT 23 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,35 LEEWARD CT,,NEWNAN,GA,30263,167   187,5085 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.33,3-1 392 LT 25 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,35 LEEWARD CT,,NEWNAN,GA,30263,167   189,5065 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.33,3-1 392 LT 27 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,35 LEEWARD CT,,NEWNAN,GA,30263,167   196,5010 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.32,3-1 392 LT 34 SENTINEL GROVE,,,45000,,
,BUILDERS PROFESSIONAL GROUP LLC,,,,,,,35 LEEWARD CT,,NEWNAN,GA,30263,167   197,5050 HAMBY HOLLOW LN,CUMMING,Forsyth,GA,30028,0.32,3-1 392 LT 35 SENTINEL GROVE,,,45000,,
,BURNETTE DAVID L &,,,,,,,322 BURNETTE RD,,ALMA,GA,31510,255   095, SHADBURN RD,CUMMING,Forsyth,GA,30041,1.23,14-1 437 TR 4 ,,,33210,,
,BURNS SIDNEY T JR &,,,,,,,7460 CREEKRIDGE CIR,APT 2119,TALLAHASSEE,FL,32309,313   308, QUAIL TRL,GAINESVILLE,Forsyth,GA,30506,0.25,14-1 1326 LT 331-332 PEBB LEBROOK SHORE,,,37500,,
,BURROWS ROBERT,,,,,,,1130 MAIN ST,,GOULDSBORO,PA,18424,219   041,3120 FOREST CIR,CUMMING,Forsyth,GA,30041,0.42,14-1 199 LT 77-79 SEC A LAKESIDE MANO,,,40000,,
,BURRUSS SARAH JOHNSON,,,,,,,3644 OAK DALE RD,,BIRMINGHAM,AL,35223,131   067, PENDLEY RD,CUMMING,Forsyth,GA,30041,1.51,2-1 374 3.49 TO DOT----1993,,,67950,,
,BURT JAMES,,,,,,,9410 48TH PL W APT 1D,,MUKILTEO,WA,98275,313   250,6480 MEDLOCK RD,GAINESVILLE,Forsyth,GA,30506,1.47,14-1 1267 ,,,36950,,
,BURTON 400 LLC,,,,,,,PO BOX 130,,BOGART,GA,30622,119   028, JOHN BURRUSS RD,CUMMING,Forsyth,GA,30040,21.45,3-1 409-410 ,,,498710,,
,BURTON 400 LLC,,,,,,,PO BOX 130,,BOGART,GA,30622,249   014,8519 GIB EVANS RD,DAWSONVILLE,Forsyth,GA,30534,1.38,14-1 419 TR 2 ,,,49350,,
,BURTON 400 LLC,,,,,,,PO BOX 130,,BOGART,GA,30622,249   291,8380 GIB EVANS RD,DAWSONVILLE,Forsyth,GA,30534,1.4,14-1 419 TR 6 ,,,37380,,
,BURTON ROBERT E FAMILY TRUST,,,,,,,PO BOX 130,,BOGART,GA,30622,233   023, SINGLETON RD,CUMMING,Forsyth,GA,30028,60.31,14-1 415-416-422 ETAL ,,,796500,,
,BURTON WILLIAM B,,,,,,,12633  116TH ST N,,LARGO,FL,33778,121   056,5770 WESTWOOD DR,CUMMING,Forsyth,GA,30040,0.65,3-1 597 P/OLT14 LAMAR SEX TON,,,30000,,
,BURTON WILLIAM B,,,,,,,12633  116TH ST N,,LARGO,FL,33778,121   056T001,5770 WESTWOOD DR,CUMMING,Forsyth,GA,30040,,MH ,,,7600,,
,BURTON-400 LLC,,,,,,,1171 FOUNDERS BLVD,,ATHENS,GA,30606,234   224, CROSS ROADS RD,CUMMING,Forsyth,GA,30041,2.22,14-1 412-424-425 ,,,222000,,
,BUTTOLPH FRANCES P,,,,,,,9007 MAPLE HILL CT,,HUNTERSVILLE,NC,28078,018   033T001,115 CLARK DR,ALPHARETTA,Forsyth,GA,30004,,MH ,,,6200,,
,BUTTOLPH ROBERT E RESIDUARY TRUST,,,,,,,9007 MAPLE HILL CT,,HUNTERSVILLE,NC,28078,018   033,115 CLARK DR,ALPHARETTA,Forsyth,GA,30004,0.5,2-1 612-613 ,,,23870,,
,CAGLE REGINALD ALVIN,,,,,,,PO BOX 627,,MONTICELLO,GA,31064,297   314, FLEETWOOD TRL,GAINESVILLE,Forsyth,GA,30506,0.23,14-1 1085 LT 48-49 SHORWO ,,,25000,,217.61
,CAIN WAYNE &,,,,,,,224 GADSDEN AVE,,CLOUDLAND,GA,30731,312   079, THUNDER TRL,GAINESVILLE,Forsyth,GA,30506,0.27,141 LOT 165 CRYSTAL COVE ,,,15000,,
,CAINE TERESA D,,,,,,,PO BOX 1362,,CUMMING,GA,30028,313   701, SAWNEE WAY,,Forsyth,GA,,0.35,141 LOT 227 CRYSTAL COVE ,,,6000,,95.01
,CALL SHARON,,,,,,,2140 ROPER RD,,CUMMING,GA,30028,098   033,2140 ROPER RD,CUMMING,Forsyth,GA,30028,0.78,3-1 812 ,,,28160,,306.81
,CAMARILLO APRIL,,,,,,,5678 WILSON DR,,CUMMING,GA,30040,255   052,5678 WILSON DR,CUMMING,Forsyth,GA,30041,1,14-1 570-571 ,,,15000,,217.61
,CAMELBACK IX LLC,,,,,,,2915 E BASELINE RD,STE 109,GILBERT,AZ,85234,279   012,6465 GRINDLE RD,GAINESVILLE,Forsyth,GA,30506,1,14-1 833 ,,,28620,,1.43
,CAROLYN JOANN SELVEY,,,,,,,126 LILLY BELL LN,,FREEPORT,FL,32439,144   058T001,6425 NAMON WALLACE RD,CUMMING,Forsyth,GA,30028,,MH ,,,9000,,
,CARROLL CURTIS W,,,,,,,3545 PLEASANT GROVE RD,,CUMMING,GA,30028,074   037,3545 PLEASANT GROVE RD,CUMMING,Forsyth,GA,30028,0.98,3-1 LL736 ,,,35380,,377.08
,CARTER JAMES O,,,,,,,245 TOWNLEY RD,,OXFORD,GA,30054,221   131, BONNEVILLE DR,CUMMING,Forsyth,GA,30041,0.11,14-1 149 LT 96 HD-SS ,,,7000,,279.27
,CARTER JERRY E,,,,,,,119 LA BELLEVUE ST,,MORGANTON,NC,28655,305   220, MARTIN TER,GAINESVILLE,Forsyth,GA,30506,1.44,14-1 1223 P/O LT 6 MARIE PAYNE & OTHER,,,182420,,
,CARY CHARLES P &,,,,,,,3107 SADDLE CREST LN,,OAKTON,VA,22124,284   067, LAWSON DR,GAINESVILLE,Forsyth,GA,30506,0.4,14-1 798-799 PO LT 31 BL A LAWSON MAN,,,140080,,
,CASH AMY,,,,,,,2431 CHESTNUT LOG LN,,LITHIA SPRINGS,GA,30122,052   047,4150 WATSON RD,CUMMING,Forsyth,GA,30028,2,3-1 784 ,,,63080,,
,CASH GRADY,,,,,,,4292 DR BRAMBLETT RD,,CUMMING,GA,30028,219   118, CHERRY LN,CUMMING,Forsyth,GA,30041,0.12,14-1 199 LT 2 LAKESIDE MANOR ,,,40000,,464.4
,CASTLEBERRY GARY D &,,,,,,,160 NEEDMORE RD,,ROOPVILLE,GA,30170,027   052, HURT BRIDGE RD,CUMMING,Forsyth,GA,30028,5,3-1 511 ,,,125400,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,015   004,3613 LONGSTREET CHURCH RD,CUMMING,Forsyth,GA,30040,2.93,2-1 LL 252 ,,,219750,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,015   007,3545 LONGSTREET CHURCH RD,ALPHARETTA,Forsyth,GA,30004,2.8,2-1 252 ,,,210000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,015   138, LONGSTREET CHURCH RD,CUMMING,Forsyth,GA,30040,2.47,2-1 252 ,,,185250,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,015   006,3575 LONGSTREET CHURCH RD,ALPHARETTA,Forsyth,GA,30004,2.45,2-1 252-253 ,,,183750,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,012   407,4860 SWEETFERN CT,CUMMING,Forsyth,GA,30040,0.32,3-1  1296  LT 32 MOSS CREEK ESTATES,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,012   409,4845 SWEETFERN CT,CUMMING,Forsyth,GA,30040,0.3,3-1  1296  LT 34 MOSS CREEK ESTATES,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,012   412,4820 MOSSBROOK CIR,CUMMING,Forsyth,GA,30040,0.29,3-1  1296  LT 37 MOSS CREEK ESTATES,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,012   413,4945 MOSSBROOK CIR,CUMMING,Forsyth,GA,30040,0.25,3-1  1296  LT 38 MOSS CREEK ESTATES,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,012   414,4935 MOSSBROOK CIR,CUMMING,Forsyth,GA,30040,0.32,3-1  1296  LT 39 MOSS CREEK ESTATES,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,012   425,4665 MOSSBROOK CIR,CUMMING,Forsyth,GA,30040,0.36,3-1  1296  LT 50 MOSS CREEK ESTATES,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   388,6505 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.36,2-1  106 LT 1 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   389,6515 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.32,2-1  106 LT 2 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   390,6605 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.32,2-1  106 LT 3 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   391,6615 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.35,2-1  106 LT 4 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   392,6625 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.54,2-1  106 LT 5 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   393,6635 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.44,2-1  106 LT 6 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   394,6645 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 7 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   395,6655 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 8 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   396,6665 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 9 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   397,6675 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 10 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   398,6685 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 11 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   399,6695 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 12 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   400,6715 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.3,2-1  106-111 LT 13 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   401,6710 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.29,2-1  106 LT 22 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   402,6690 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 23 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   403,6680 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 24 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   404,6670 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 25 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   405,6660 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 26 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   406,6650 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 27 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   407,6620 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.32,2-1  106 LT 28 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   408,6605 YELLOW BIRCH ST,CUMMING,Forsyth,GA,30040,0.31,2-1  106 LT 29 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   409,6625 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 30 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   410,6635 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 31 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   411,6645 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 32 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   412,6655 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 33 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   413,6665 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 34 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   414,6705 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.28,2-1  106 LT 35 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   415,6715 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.29,2-1  106 LT 36 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   416,6720 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.31,2-1  111-106 LT 44 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   417,6710 SWEET CHERRY LN,CUMMING,Forsyth,GA,30040,0.33,2-1  106 LT 45 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   418,6725 CAROLINA POPLAR DR,CUMMING,Forsyth,GA,30040,0.34,2-1  106-107 LT 46 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   419,6735 CAROLINA POPLAR DR,CUMMING,Forsyth,GA,30040,0.34,2-1  107 LT 46 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   420,6745 CAROLINA POPLAR DR,CUMMING,Forsyth,GA,30040,0.44,2-1  107 LT 48 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   421,6750 CAROLINA POPLAR DR,CUMMING,Forsyth,GA,30040,0.37,2-1  107 LT 49 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   422,6740 CAROLINA POPLAR DR,CUMMING,Forsyth,GA,30040,0.37,2-1  107 LT 50 PH 2 WESTLAKE,,,80000,,
,CENTURY COMMUNITIES OF GA LLC,,,,,,,8390 E CRESCENT PKWY,STE 650,GREENWOOD VILLAGE,CO,80111,013   423,6730 CAROLINA POPLAR DR,CUMMING,Forsyth,GA,30040,0.36,2-1  107 LT 51 PH 2 WESTLAKE,,,80000,,
